Date,Demand,Temperature,Humidity,WindSpeed
2022-01-05 19:00:00,2879.95,18.91,64.56,9.27
2022-01-05 20:00:00,2866.31,19.05,59.61,11.17
2022-01-05 21:00:00,2784.69,18.92,53.03,6.84
2022-01-05 22:00:00,3057.26,21.71,58.11,11.58
2022-01-05 23:00:00,3066.41,15.78,52.43,7.57
2022-01-06 00:00:00,3130.65,19.81,60.41,7.3
2022-01-06 01:00:00,3012.38,23.38,58.48,8.93
2022-01-06 02:00:00,3291.83,16.7,56.57,8.63
2022-01-06 03:00:00,3052.79,20.96,54.7,10.36
2022-01-06 04:00:00,3283.44,18.54,65.08,10.53
2022-01-06 05:00:00,3463.78,19.23,59.2,10.14
2022-01-06 06:00:00,3152.5,25.4,61.05,8.03
2022-01-06 07:00:00,3188.11,15.49,60.88,12.42
2022-01-06 08:00:00,3234.72,22.73,60.54,10.13
2022-01-06 09:00:00,3142.62,19.0,58.37,11.86
2022-01-06 10:00:00,2996.48,18.85,67.59,5.41
2022-01-06 11:00:00,3110.17,17.1,71.18,11.07
2022-01-06 12:00:00,2945.32,22.7,67.24,8.85
2022-01-06 13:00:00,3047.15,19.86,60.11,11.52
2022-01-06 14:00:00,2859.61,19.48,59.76,13.57
2022-01-06 15:00:00,3065.12,20.77,65.46,7.66
2022-01-06 16:00:00,2800.02,19.93,56.21,11.72
2022-01-06 17:00:00,2826.16,14.44,68.55,8.8
2022-01-06 18:00:00,2932.9,18.97,63.96,6.26
2022-01-06 19:00:00,2735.28,23.12,58.6,11.85
2022-01-06 20:00:00,2901.09,15.92,61.41,13.64
2022-01-06 21:00:00,3040.84,17.17,63.13,14.22
2022-01-06 22:00:00,2790.8,19.16,57.86,10.6
2022-01-06 23:00:00,3018.25,18.26,65.17,7.11
2022-01-07 00:00:00,3086.09,20.41,66.36,9.59
2022-01-07 01:00:00,3190.05,17.21,58.69,9.78
2022-01-07 02:00:00,3036.41,19.33,57.62,12.19
2022-01-07 03:00:00,3069.48,20.35,59.47,9.95
2022-01-07 04:00:00,3285.5,22.44,54.22,5.85
2022-01-07 05:00:00,3282.99,24.22,51.66,11.26
2022-01-07 06:00:00,3285.15,19.7,57.83,10.14
2022-01-07 07:00:00,3287.93,26.15,55.2,11.81
2022-01-07 08:00:00,3165.31,19.94,68.85,10.5
2022-01-07 09:00:00,3224.75,22.98,57.72,11.38
2022-01-07 10:00:00,3189.41,26.28,62.28,10.03
2022-01-07 11:00:00,3040.43,20.91,56.86,10.57
2022-01-07 12:00:00,3246.68,16.37,68.91,8.16
2022-01-07 13:00:00,3055.72,20.76,59.03,10.71
2022-01-07 14:00:00,2840.97,18.65,53.78,9.63
2022-01-07 15:00:00,2984.34,19.67,63.35,10.98
2022-01-07 16:00:00,2789.43,26.44,61.3,7.64
2022-01-07 17:00:00,2945.63,16.82,66.02,12.8
2022-01-07 18:00:00,2975.96,21.39,59.23,10.5
2022-01-07 19:00:00,2784.85,17.86,60.54,11.59
2022-01-07 20:00:00,2983.24,19.57,52.46,10.01
2022-01-07 21:00:00,2959.96,22.72,64.18,11.21
2022-01-07 22:00:00,3042.31,21.44,60.31,5.51
2022-01-07 23:00:00,3198.02,19.81,59.38,9.78
2022-01-08 00:00:00,3044.1,18.59,58.85,8.41
2022-01-08 01:00:00,3045.03,21.49,58.59,9.28
2022-01-08 02:00:00,3079.69,25.67,64.25,12.02
2022-01-08 03:00:00,3128.48,17.84,55.37,6.8
2022-01-08 04:00:00,3234.13,26.28,63.72,11.48
2022-01-08 05:00:00,3295.94,24.14,51.97,10.92
2022-01-08 06:00:00,3296.31,24.65,50.42,12.56
2022-01-08 07:00:00,3344.54,21.47,67.05,5.85
2022-01-08 08:00:00,3243.14,24.06,54.89,11.18
2022-01-08 09:00:00,3355.41,17.52,60.53,10.51
2022-01-08 10:00:00,3142.17,18.54,58.66,9.89
2022-01-08 11:00:00,3392.42,22.84,61.72,12.89
2022-01-08 12:00:00,3131.21,21.43,60.26,5.78
2022-01-08 13:00:00,2931.16,20.1,65.22,10.25
2022-01-08 14:00:00,2861.55,13.04,52.85,12.04
2022-01-08 15:00:00,2975.47,19.24,63.35,6.75
2022-01-08 16:00:00,2873.09,17.02,59.74,11.19
2022-01-08 17:00:00,2946.85,22.02,52.34,10.65
2022-01-08 18:00:00,2915.96,19.97,57.35,5.74
2022-01-08 19:00:00,2868.17,18.66,51.98,12.19
2022-01-08 20:00:00,2810.75,28.47,51.63,8.22
2022-01-08 21:00:00,2775.73,23.66,57.82,13.16
2022-01-08 22:00:00,2923.99,23.71,65.93,11.15
2022-01-08 23:00:00,3102.52,27.15,61.56,10.6
2022-01-09 00:00:00,3098.56,23.01,66.5,12.03
2022-01-09 01:00:00,3004.34,18.29,60.38,11.79
2022-01-09 02:00:00,3194.47,17.94,67.75,6.08
2022-01-09 03:00:00,3257.11,23.5,67.23,6.59
2022-01-09 04:00:00,3161.97,14.42,55.25,9.71
2022-01-09 05:00:00,3285.71,20.37,60.36,7.85
2022-01-09 06:00:00,3282.98,14.09,56.39,13.32
2022-01-09 07:00:00,3156.04,20.9,59.28,8.02
2022-01-09 08:00:00,3286.14,23.16,68.29,10.18
2022-01-09 09:00:00,3274.65,21.44,56.79,11.17
2022-01-09 10:00:00,3285.46,23.42,54.07,14.89
2022-01-09 11:00:00,3234.3,26.5,54.4,12.3
2022-01-09 12:00:00,2939.39,20.17,58.02,8.68
2022-01-09 13:00:00,2931.61,29.02,78.73,11.05
2022-01-09 14:00:00,3028.66,21.24,67.36,11.4
2022-01-09 15:00:00,2987.11,23.45,45.64,11.24
2022-01-09 16:00:00,2955.45,18.77,59.82,8.04
2022-01-09 17:00:00,3269.24,25.46,56.86,14.06
2022-01-09 18:00:00,2934.24,23.73,64.93,7.55
2022-01-09 19:00:00,2997.53,25.02,54.1,11.36
2022-01-09 20:00:00,2999.35,20.76,54.82,8.24
2022-01-09 21:00:00,3000.87,16.84,57.14,10.78
2022-01-09 22:00:00,2945.63,21.98,56.54,9.61
2022-01-09 23:00:00,3101.29,15.51,63.26,7.39
2022-01-10 00:00:00,3008.36,19.65,58.33,5.05
2022-01-10 01:00:00,3113.73,21.23,65.02,11.77
2022-01-10 02:00:00,3137.11,27.79,55.95,8.88
2022-01-10 03:00:00,3235.26,21.62,64.33,10.28
2022-01-10 04:00:00,3490.32,21.08,54.21,13.6
2022-01-10 05:00:00,3092.11,20.47,63.07,11.25
2022-01-10 06:00:00,3354.27,16.64,57.5,4.2
2022-01-10 07:00:00,3117.56,20.92,64.46,7.55
2022-01-10 08:00:00,3211.66,20.97,47.8,6.32
2022-01-10 09:00:00,3335.96,17.76,56.08,8.33
2022-01-10 10:00:00,3192.07,17.1,65.84,9.46
2022-01-10 11:00:00,3029.64,19.22,58.99,15.11
2022-01-10 12:00:00,3014.12,20.86,51.49,12.01
2022-01-10 13:00:00,3101.84,19.29,56.47,10.71
2022-01-10 14:00:00,2912.61,17.51,61.92,10.89
2022-01-10 15:00:00,2965.87,21.53,55.95,10.95
2022-01-10 16:00:00,2917.0,22.28,65.81,6.5
2022-01-10 17:00:00,2827.3,21.03,65.43,7.18
2022-01-10 18:00:00,3100.04,18.97,63.34,10.91
2022-01-10 19:00:00,2955.85,22.45,65.15,10.01
2022-01-10 20:00:00,2709.93,20.09,57.42,10.6
2022-01-10 21:00:00,2962.87,17.09,67.44,13.21
2022-01-10 22:00:00,2919.47,23.77,65.38,8.62
2022-01-10 23:00:00,3119.13,21.72,59.36,9.26
2022-01-11 00:00:00,3014.86,20.37,51.87,10.49
2022-01-11 01:00:00,3134.4,16.01,48.17,6.6
2022-01-11 02:00:00,3244.61,18.49,64.95,7.05
2022-01-11 03:00:00,3322.11,26.78,51.94,12.73
2022-01-11 04:00:00,3147.29,16.2,55.39,9.41
2022-01-11 05:00:00,3253.85,19.97,62.39,9.02
2022-01-11 06:00:00,3246.62,20.68,53.5,10.48
2022-01-11 07:00:00,3221.97,21.69,72.17,6.66
2022-01-11 08:00:00,3443.86,16.23,61.19,9.39
2022-01-11 09:00:00,3276.03,21.25,67.39,8.85
2022-01-11 10:00:00,3068.02,15.67,65.21,10.73
2022-01-11 11:00:00,3237.66,21.02,47.31,5.78
2022-01-11 12:00:00,3306.33,18.77,63.72,8.4
2022-01-11 13:00:00,3145.6,18.13,59.92,9.08
2022-01-11 14:00:00,2842.18,23.23,59.69,9.03
2022-01-11 15:00:00,2904.27,20.02,59.87,12.1
2022-01-11 16:00:00,3047.6,22.15,65.27,8.43
2022-01-11 17:00:00,2830.16,22.25,68.23,16.15
2022-01-11 18:00:00,2938.5,24.53,54.04,11.49
2022-01-11 19:00:00,2978.39,17.1,60.39,9.03
2022-01-11 20:00:00,2828.22,23.48,67.01,11.21
2022-01-11 21:00:00,2946.74,20.77,58.96,11.45
2022-01-11 22:00:00,2669.99,19.59,61.01,9.38
2022-01-11 23:00:00,2939.91,17.28,61.09,12.3
2022-01-12 00:00:00,3077.3,22.61,70.57,8.05
2022-01-12 01:00:00,3029.54,18.02,63.74,11.17
2022-01-12 02:00:00,3365.79,22.34,70.35,9.79
2022-01-12 03:00:00,3100.96,26.57,68.72,10.58
2022-01-12 04:00:00,3231.75,23.73,58.86,10.46
2022-01-12 05:00:00,3308.81,24.96,61.5,10.04
2022-01-12 06:00:00,3446.68,18.63,70.26,13.95
2022-01-12 07:00:00,3152.15,23.08,54.29,8.83
2022-01-12 08:00:00,3392.07,17.36,63.81,8.42
2022-01-12 09:00:00,3245.0,20.09,63.86,9.82
2022-01-12 10:00:00,3104.4,26.01,58.62,12.61
2022-01-12 11:00:00,3200.53,18.97,58.1,10.08
2022-01-12 12:00:00,3122.46,24.12,58.78,9.86
2022-01-12 13:00:00,2990.77,23.84,63.51,8.89
2022-01-12 14:00:00,3009.53,24.01,67.36,9.03
2022-01-12 15:00:00,2922.6,16.99,63.7,12.14
2022-01-12 16:00:00,2940.7,22.37,53.71,9.88
2022-01-12 17:00:00,2975.58,20.32,67.53,10.51
2022-01-12 18:00:00,3061.15,24.06,65.96,8.6
2022-01-12 19:00:00,2785.59,15.83,58.77,11.55
2022-01-12 20:00:00,3142.65,21.89,56.73,12.45
2022-01-12 21:00:00,2765.92,21.47,55.46,8.14
2022-01-12 22:00:00,2987.37,14.82,65.37,8.2
2022-01-12 23:00:00,3109.62,18.13,50.6,8.31
2022-01-13 00:00:00,3139.06,15.37,65.49,12.07
2022-01-13 01:00:00,3100.45,18.68,57.74,8.08
2022-01-13 02:00:00,3190.15,22.51,61.42,9.31
2022-01-13 03:00:00,3203.08,21.44,42.89,8.03
2022-01-13 04:00:00,3225.23,21.37,51.13,13.38
2022-01-13 05:00:00,3389.11,17.74,56.6,8.94
2022-01-13 06:00:00,3346.66,24.22,55.44,13.33
2022-01-13 07:00:00,3234.85,20.8,63.79,9.95
2022-01-13 08:00:00,3374.13,20.96,61.52,9.01
2022-01-13 09:00:00,3283.11,23.68,69.67,11.6
2022-01-13 10:00:00,3292.25,17.88,62.57,9.92
2022-01-13 11:00:00,3225.69,21.54,56.75,12.82
2022-01-13 12:00:00,3028.06,22.13,66.12,9.57
2022-01-13 13:00:00,3003.18,19.22,57.68,9.1
2022-01-13 14:00:00,3085.69,22.82,57.4,9.09
2022-01-13 15:00:00,3030.58,22.29,60.01,12.49
2022-01-13 16:00:00,2935.67,20.56,68.1,10.5
2022-01-13 17:00:00,2929.51,20.46,65.26,8.53
2022-01-13 18:00:00,3038.73,22.43,65.1,7.13
2022-01-13 19:00:00,2858.62,23.22,69.8,10.42
2022-01-13 20:00:00,2992.47,21.05,64.98,8.12
2022-01-13 21:00:00,2949.32,24.22,53.86,6.46
2022-01-13 22:00:00,2989.19,22.83,62.69,12.18
2022-01-13 23:00:00,3169.07,15.49,68.12,7.54
2022-01-14 00:00:00,3201.88,16.72,52.41,6.43
2022-01-14 01:00:00,3252.45,24.48,59.92,9.73
2022-01-14 02:00:00,3349.88,20.19,54.66,9.4
2022-01-14 03:00:00,3262.86,21.42,60.64,8.25
2022-01-14 04:00:00,3360.74,24.35,65.68,10.44
2022-01-14 05:00:00,3281.49,20.91,66.71,9.41
2022-01-14 06:00:00,3351.75,21.04,59.08,14.4
2022-01-14 07:00:00,3299.51,18.32,63.31,9.61
2022-01-14 08:00:00,3302.24,22.04,52.48,7.45
2022-01-14 09:00:00,3320.27,22.69,51.26,10.6
2022-01-14 10:00:00,3137.51,19.2,65.6,10.77
2022-01-14 11:00:00,3380.34,18.16,44.87,9.33
2022-01-14 12:00:00,3018.73,28.81,56.56,6.67
2022-01-14 13:00:00,2946.15,20.65,63.38,13.09
2022-01-14 14:00:00,3135.15,18.88,61.1,7.48
2022-01-14 15:00:00,3057.08,23.05,45.82,11.77
2022-01-14 16:00:00,3008.54,20.78,62.63,12.47
2022-01-14 17:00:00,2988.99,17.67,55.69,9.38
2022-01-14 18:00:00,2918.11,22.38,60.6,11.76
2022-01-14 19:00:00,2836.43,18.37,56.88,11.93
2022-01-14 20:00:00,2953.71,25.66,56.54,7.86
2022-01-14 21:00:00,2910.2,22.41,51.0,12.94
2022-01-14 22:00:00,3116.85,20.1,58.2,10.66
2022-01-14 23:00:00,3052.87,21.26,66.18,5.67
2022-01-15 00:00:00,3045.13,23.71,57.89,10.4
2022-01-15 01:00:00,3147.3,21.56,58.11,8.88
2022-01-15 02:00:00,3268.97,27.37,56.48,10.89
2022-01-15 03:00:00,3212.73,24.41,53.57,8.72
2022-01-15 04:00:00,3218.66,22.47,55.01,8.73
2022-01-15 05:00:00,3345.23,18.19,61.11,7.93
2022-01-15 06:00:00,3352.17,20.56,72.3,10.45
2022-01-15 07:00:00,3270.17,22.44,64.88,11.04
2022-01-15 08:00:00,3253.78,18.54,63.1,9.99
2022-01-15 09:00:00,3292.3,24.88,69.96,9.41
2022-01-15 10:00:00,3082.87,18.08,62.34,10.19
2022-01-15 11:00:00,3038.69,19.09,65.37,12.11
2022-01-15 12:00:00,3055.83,19.32,61.07,7.92
2022-01-15 13:00:00,3054.57,23.24,62.26,7.33
2022-01-15 14:00:00,3058.77,18.59,52.96,7.6
2022-01-15 15:00:00,3133.79,15.6,58.45,6.72
2022-01-15 16:00:00,3040.24,24.27,57.19,7.97
2022-01-15 17:00:00,2918.5,19.67,56.93,12.28
2022-01-15 18:00:00,2925.78,17.8,56.63,6.6
2022-01-15 19:00:00,2834.24,18.74,67.16,9.5
2022-01-15 20:00:00,2952.62,26.15,58.16,11.33
2022-01-15 21:00:00,2957.39,19.03,59.28,10.02
2022-01-15 22:00:00,3059.95,20.63,71.32,11.74
2022-01-15 23:00:00,2993.19,19.66,63.88,8.84
2022-01-16 00:00:00,3187.91,17.38,60.04,9.01
2022-01-16 01:00:00,3341.02,18.85,65.29,9.22
2022-01-16 02:00:00,3225.1,17.18,56.65,11.11
2022-01-16 03:00:00,3317.57,23.95,57.88,15.46
2022-01-16 04:00:00,3378.2,21.38,58.19,9.98
2022-01-16 05:00:00,3289.04,28.53,61.25,9.53
2022-01-16 06:00:00,3358.39,18.95,62.33,8.07
2022-01-16 07:00:00,3330.42,18.5,55.25,13.48
2022-01-16 08:00:00,3318.95,25.68,62.03,9.23
2022-01-16 09:00:00,3200.1,24.25,63.02,8.76
2022-01-16 10:00:00,3238.43,22.23,57.66,9.58
2022-01-16 11:00:00,3237.54,17.74,59.17,13.65
2022-01-16 12:00:00,3281.09,26.32,54.32,8.88
2022-01-16 13:00:00,3180.14,20.86,52.46,9.95
2022-01-16 14:00:00,3251.3,19.79,54.26,4.97
2022-01-16 15:00:00,2917.82,24.51,63.6,11.96
2022-01-16 16:00:00,3050.01,21.01,62.62,9.43
2022-01-16 17:00:00,2961.13,17.58,69.64,11.82
2022-01-16 18:00:00,3154.96,21.2,60.19,11.27
2022-01-16 19:00:00,2861.96,18.74,60.26,10.32
2022-01-16 20:00:00,2878.8,12.05,61.69,9.1
2022-01-16 21:00:00,2934.62,18.44,54.67,10.13
2022-01-16 22:00:00,2823.59,19.5,64.52,7.32
2022-01-16 23:00:00,3031.64,17.61,61.91,10.45
2022-01-17 00:00:00,3068.33,22.89,55.26,11.11
2022-01-17 01:00:00,3211.04,18.83,61.86,10.16
2022-01-17 02:00:00,3278.42,22.59,63.79,10.07
2022-01-17 03:00:00,3473.28,17.46,53.34,8.79
2022-01-17 04:00:00,3412.49,23.89,65.29,9.68
2022-01-17 05:00:00,3279.74,17.33,57.75,7.81
2022-01-17 06:00:00,3254.4,14.13,44.65,8.91
2022-01-17 07:00:00,3386.62,24.87,64.86,14.13
2022-01-17 08:00:00,3185.42,18.59,66.71,10.18
2022-01-17 09:00:00,3468.81,26.43,54.38,10.97
2022-01-17 10:00:00,3362.19,22.85,51.64,9.95
2022-01-17 11:00:00,3149.09,23.53,66.64,10.13
2022-01-17 12:00:00,2972.93,24.3,56.91,10.27
2022-01-17 13:00:00,3227.86,21.5,66.72,9.52
2022-01-17 14:00:00,3032.79,21.53,51.04,11.19
2022-01-17 15:00:00,3126.6,25.0,67.03,8.57
2022-01-17 16:00:00,2811.59,21.49,65.37,7.03
2022-01-17 17:00:00,2891.12,18.97,62.7,10.39
2022-01-17 18:00:00,2944.77,22.92,49.98,12.24
2022-01-17 19:00:00,2955.75,14.82,58.19,8.7
2022-01-17 20:00:00,2926.03,25.12,65.04,11.57
2022-01-17 21:00:00,3065.1,25.18,51.57,11.34
2022-01-17 22:00:00,2937.48,24.75,57.39,13.12
2022-01-17 23:00:00,3078.24,24.64,61.98,13.73
2022-01-18 00:00:00,3164.49,20.99,54.21,11.16
2022-01-18 01:00:00,3255.67,20.92,66.5,9.76
2022-01-18 02:00:00,3323.62,17.55,65.51,6.77
2022-01-18 03:00:00,3181.42,26.49,61.21,11.95
2022-01-18 04:00:00,3172.25,19.79,62.17,12.26
2022-01-18 05:00:00,3473.41,22.26,57.3,9.49
2022-01-18 06:00:00,3385.69,22.0,62.95,10.7
2022-01-18 07:00:00,3270.8,17.22,57.01,7.95
2022-01-18 08:00:00,3480.78,16.01,59.02,8.8
2022-01-18 09:00:00,3305.45,21.26,57.54,7.36
2022-01-18 10:00:00,3370.39,19.88,67.18,10.54
2022-01-18 11:00:00,3210.98,20.97,66.04,9.2
2022-01-18 12:00:00,3358.54,24.44,54.98,12.5
2022-01-18 13:00:00,3276.23,21.92,66.69,10.47
2022-01-18 14:00:00,3027.56,23.52,56.01,10.71
2022-01-18 15:00:00,3108.2,22.58,69.26,10.02
2022-01-18 16:00:00,3043.79,20.29,67.85,13.16
2022-01-18 17:00:00,3096.14,18.24,70.96,12.9
2022-01-18 18:00:00,2855.97,22.04,61.46,9.66
2022-01-18 19:00:00,3027.88,21.49,58.6,10.6
2022-01-18 20:00:00,3085.1,23.99,58.49,12.83
2022-01-18 21:00:00,2835.17,20.79,61.88,7.65
2022-01-18 22:00:00,2934.13,20.35,54.93,10.6
2022-01-18 23:00:00,2896.77,20.55,47.95,9.3
2022-01-19 00:00:00,3133.69,18.57,58.0,12.95
2022-01-19 01:00:00,3284.15,25.67,60.2,11.06
2022-01-19 02:00:00,3410.87,24.74,62.78,6.52
2022-01-19 03:00:00,3309.47,17.69,61.99,9.17
2022-01-19 04:00:00,3496.7,23.74,60.7,12.81
2022-01-19 05:00:00,3215.81,15.79,65.85,11.78
2022-01-19 06:00:00,3190.3,24.28,55.64,7.92
2022-01-19 07:00:00,3348.27,19.24,56.64,8.04
2022-01-19 08:00:00,3372.25,22.41,70.55,10.16
2022-01-19 09:00:00,3298.79,15.54,44.08,9.89
2022-01-19 10:00:00,3053.89,17.73,65.6,9.49
2022-01-19 11:00:00,3203.49,22.73,62.82,9.19
2022-01-19 12:00:00,3030.19,19.22,59.99,8.82
2022-01-19 13:00:00,3175.84,18.81,64.48,14.51
2022-01-19 14:00:00,3097.29,25.51,63.59,9.27
2022-01-19 15:00:00,2925.23,27.96,52.7,8.68
2022-01-19 16:00:00,2936.04,24.14,55.13,11.01
2022-01-19 17:00:00,2861.53,18.05,57.6,9.8
2022-01-19 18:00:00,2954.37,26.62,49.39,8.16
2022-01-19 19:00:00,3062.96,16.64,59.96,9.5
2022-01-19 20:00:00,2888.86,20.41,63.19,9.88
2022-01-19 21:00:00,3069.62,21.49,65.83,10.86
2022-01-19 22:00:00,3007.61,27.1,60.39,10.63
2022-01-19 23:00:00,3029.58,24.06,56.25,7.97
2022-01-20 00:00:00,3158.06,20.02,61.12,11.22
2022-01-20 01:00:00,3117.0,18.58,59.61,11.78
2022-01-20 02:00:00,3213.4,24.42,63.93,7.85
2022-01-20 03:00:00,3190.4,19.81,59.77,8.45
2022-01-20 04:00:00,3538.44,22.06,64.45,9.65
2022-01-20 05:00:00,3365.47,17.3,58.69,10.44
2022-01-20 06:00:00,3298.79,23.12,66.45,10.52
2022-01-20 07:00:00,3383.34,22.88,60.89,9.91
2022-01-20 08:00:00,3330.73,17.69,57.01,7.14
